NCBI	CommonName
80776.1	B9D2
5564.1	PRKAB1
4994.1	OR3A1
247.1	ALOX15B
80000.1	KIAA1772
146556.1	C16orf89
5738.1	PTGFRN
631.1	BFSP1
54996.1	MARC2
83695.1	C12orf32
201292.1	TRIM65
57633.1	LRRN1
23305.1	FACL6
80118.1	GPR110
51259.1	PLCH2
9039.1	UBA3
81533.1	ITFG1
25943.1	C20orf194
127707.1	KLHDC7A
4199.1	ME1
27285.1	TEKT2
143662.1	MUC15
55179.1	FAIM
58491.1	ZNF71
55325.1	UFSP2
5709.1	PSMD3
10964.1	IFI44L
26354.1	GNL3
64105.1	CENPK
6813.1	STXBP2
146705.1	C17orf56
3741.1	KCNA5
57379.1	AICDA
169966.1	FAM46D
51669.1	TMEM66
51265.1	CDKL3
55016.1	MARCH1
83608.1	C18orf21
28952.1	CCDC22
222537.1	HS3ST5
84634.1	KISS1R
114112.1	TR2
6291.1	SAA4
23223.1	RRP12
283212.1	KLHL35
10207.1	INADL
11050.1	BCE-1
3959.1	LGALS3BP
26119.1	LDLRAP1
22847.1	ZNF507
57091.1	CASS4
6445.1	SGCG
11073.1	TOPBP1
156.1	ADRBK1
116150.1	NUS1
55379.1	LRRC59
23457.1	ABCB9
64866.1	CDCP1
126014.1	OSCAR
65057.1	ACD
51622.1	CGI-43
4691.1	NCL
55033.1	FKBP14
4242.1	MFNG
84328.1	LZIC
113828.1	FAM83F
84916.1	CIRH1A
1660.1	DHX9
10645.1	CAMKK2
54209.1	TREM2
59082.1	CARD18
5018.1	OXA1L
1545.1	CYP1B1
84187.1	TMEM164
79570.1	NKAIN1
84215.1	ZNF541
26098.1	EDRF1
131831.1	C3orf44
87178.1	PNPT1
54827.1	FAM55D
245812.1	CNPY4
6037.1	RNASE3
54482.1	CCDC76
10630.1	PDPN
130367.1	SGPP2
84127.1	RUNDC2A
9774.1	BCLAF1
143630.1	UBQLNL
5619.1	PRM1
83439.1	TCF7L1
56904.1	SH3GLB2
1155.1	TBCB
81626.1	C1orf14
10193.1	RNF41
55100.1	WDR70
1059.1	CENPB
23263.1	MCF2L
4915.1	NTRK2
81789.1	TIGD6
55897.1	MESP1
9125.1	RQCD1
57326.1	PBXIP1
22865.1	SLITRK3
9340.1	GLP2R
51035.1	UBXN1
10620.1	ARID3B
53838.1	C11orf24
9776.1	KIAA0652
5268.1	SERPINB5
59274.1	TLNRD1
64081.1	PBLD
64766.1	S100PBP
444.1	ASPH
6258.1	RXRG
56169.1	GSDMC
9426.1	CDY2A
171546.1	SSSPTA
83461.1	CDCA3
55750.1	AGK
79663.1	HSPBAP1
286053.1	NSMCE2
95681.1	TSGA14
27120.1	DKKL1
152405.1	C3orf30
64106.1	NPFFR1
10452.1	TOMM40
2204.1	FCAR
23240.1	KIAA0922
53353.1	LRP1B
64208.1	POPDC3
3773.1	KCNJ16
8698.1	S1PR4
90102.1	LL5beta
55313.1	CPPED1
122481.1	AK7
7134.1	TNNC1
140876.1	FAM65C
164127.1	C1orf65
57178.1	ZMIZ1
388561.1	ZNF761
55134.1	FLJ10381
10200.1	MPHOSPH6
130940.1	CCDC148
10138.1	YAF2
29909.1	GPR171
91851.1	CHRDL1
54876.1	C4orf30
9825.1	SPATA2
196472.1	FAM71C
676.1	BRDT
84318.1	CCDC77
4116.1	MAGOH
28985.1	MCTS1
55041.1	PLEKHB2
122060.1	SLAIN1
79688.1	NAA35
753.1	LDLRAD4
10008.1	KCNE3
1911.1	PHC1
79644.1	SRD5A3
22905.1	EPN2
8725.1	RMP
93649.1	MYOCD
138199.1	C9orf41
6253.1	RTN2
26121.1	PRPF31
83942.1	TSSK1B
84918.1	LRP11
563.1	AZGP1
151126.1	ZNF385B
92597.1	MOBKL1A
9710.1	KIAA0355
79652.1	TMEM204
5378.1	PMS1
85403.1	EAF1
84942.1	WDR73
2274.1	FHL2
51574.1	LARP7
8644.1	AKR1C3
5814.1	PURB
27248.1	C2orf30
79819.1	WDR78
51050.1	PI15
63905.1	MANBAL
146183.1	OTOA
25999.1	CLIP3
6362.1	CCL18
130814.1	PQLC3
92211.1	PCDH21
79627.1	OGFRL1
79827.1	ACAM
23229.1	ARHGEF9
1418.1	CRYGA
10325.1	RRAGB
144165.1	PRICKLE1
92797.1	HELB
58527.1	C6orf115
7867.1	MAPKAPK3
55102.1	ATG2B
55586.1	MIOX
51586.1	MED15
65983.1	GRAMD3
84846.1	TLE6
7006.1	TEC
129285.1	KLRAQ1
55758.1	RCOR3
26053.1	AUTS2
84826.1	SFT2D3
80127.1	CCDC176
5704.1	PSMC4
5330.1	PLCB2
30062.1	RAX
55573.1	CDV3
161742.1	SPRED1
27237.1	ARHGEF16
4342.1	MOS
43849.1	KLK12
10629.1	TAF6L
79807.1	GSTCD
7128.1	TNFAIP3
55635.1	DEPDC1A
221472.1	FGD2
5122.1	PCSK1
29899.1	GPSM2
140730.1	RIMS4
55017.1	C14orf119
55756.1	INTS9
161931.1	ADAD2
4968.1	OGG1
222229.1	LRWD1
64388.1	GREM2
57216.1	VANGL2
7188.1	TRAF5
3795.1	KHK
4889.1	NPY5R
23276.1	KLHL18
143872.1	FLJ32810
11159.1	RAB2B
9081.1	PRY
22931.1	RAB18
161829.1	EXD1
2036.1	EPB41L1
22863.1	KIAA0831
10899.1	JTB
116093.1	DIRC1
5309.1	PITX3
55650.1	PIGV
55972.1	SLC25A40
8013.1	NR4A3
11035.1	RIPK3
1613.1	DAPK3
127255.1	LRRIQ3
7748.1	ZNF195
64318.1	NOC3L
55258.1	THNSL2
23475.1	QPRT
55065.1	SLC52A1
112611.1	RWDD2A
123207.1	C15orf40
661.1	POLR3D
283899.1	INO80E
57116.1	ZNF695
203.1	AK1
148534.1	TMEM56
29107.1	NXT1
10299.1	MARCH6
79143.1	MBOAT7
9792.1	SERTAD2
3843.1	IPO5
4507.1	MTAP
7403.1	KDM6A
3581.1	IL9R
5440.1	POLR2K
9457.1	FHL5
221687.1	RNF182
9782.1	MATR3
1266.1	CNN3
5067.1	CNTN3
6731.1	SRP72
1844.1	DUSP2
79733.1	E2F8
5518.1	PPP2R1A
200894.1	ARL13B
23545.1	ATP6V0A2
51496.1	CTDSPL2
56853.1	BRUNOL4
84833.1	USMG5
26122.1	EPC2
8815.1	BANF1
81037.1	CLPTM1L
576.1	BAI2
55621.1	TRMT1
79758.1	DHRS12
11113.1	CIT
23219.1	FBXO28
245937.1	DEFB124
7542.1	ZFPL1
9329.1	GTF3C4
10930.1	APOBEC2
80342.1	TRAF3IP3
64850.1	AGXT2L1
27091.1	CACNG5
4211.1	MEIS1
84632.1	AFAP1L2
79682.1	MLF1IP
124989.1	C17orf57
55007.1	FAM118A
83939.1	EIF2A
196743.1	PAOX
10367.1	CBARA1
10444.1	ZER1
3788.1	KCNS2
8048.1	CSRP3
84791.1	C1orf97
79148.1	MMP28
83692.1	CD99L2
10566.1	AKAP3
81559.1	TRIM11
81691.1	44M2.3
10390.1	CEPT1
7840.1	ALMS1
6838.1	SURF6
140901.1	STK35
254065.1	BRWD3
125488.1	TTC39C
91949.1	COG7
1896.1	EDA
146691.1	TOM1L2
9425.1	CDYL
51314.1	TXNDC3
3852.1	KRT5
152006.1	RNF38
57590.1	WDFY1
24142.1	HYAL3
29942.1	PURG
10478.1	SLC25A17
51514.1	DTL
5959.1	RDH5
9922.1	IQSEC1
9912.1	RICH2
220002.1	CYBASC3
55773.1	TBC1D23
23650.1	TRIM29
10690.1	FUT9
153562.1	MARVELD2
1471.1	CST3
8233.1	ZRSR2
219681.1	ARMC3
4331.1	MNAT1
5159.1	PDGFRB
126123.1	C19orf41
9896.1	FIG4
64130.1	LIN7B
284254.1	C18orf26
6524.1	SLC5A2
55704.1	CCDC88A
134957.1	STXBP5
27109.1	ATP5S
57409.1	MIF4GD
203317.1	SVEP1
5364.1	PLXNB1
84286.1	TMEM175
1975.1	EIF4B
168448.1	CDC14C
115207.1	KCTD12
64855.1	FAM129B
55800.1	SCN3B
118430.1	MUCL1
6387.1	CXCL12
54499.1	TMCO1
60681.1	FKBP10
26297.1	SERGEF
55013.1	CCDC109B
6928.1	HNF1B
6539.1	SLC6A12
140775.1	SMCR8
57053.1	CHRNA10
196513.1	DCP1B
79781.1	IQCA
143884.1	CWF19L2
2853.1	GPR31
3115.1	HLA-DPB1
54994.1	C20orf11
85445.1	CNTNAP4
128866.1	CHMP4B
4998.1	ORC1L
84804.1	MFSD9
3980.1	LIG3
3983.1	ABLIM1
9587.1	MAD2L1BP
4005.1	LMO2
8934.1	RAB7L1
124565.1	SLC38A10
164237.1	WFDC13
9315.1	C5orf13
29088.1	MRPL15
3400.1	ID4
114132.1	SIGLEC11
79932.1	KIAA0319L
9371.1	KIF3B
126868.1	C1orf161
221060.1	C10orf111
6556.1	SLC11A1
55690.1	PACS1
5827.1	PXMP2
8568.1	RRP1
81579.1	PLA2G12A
23087.1	TRIM35
8409.1	UXT
55280.1	CWF19L1
6050.1	RNH1
9271.1	PIWIL1
2854.1	GPR32
4241.1	MFI2
11074.1	TRIM31
375.1	ARF1
7589.1	ZSCAN21
79794.1	C12orf49
79861.1	TUBAL3
84376.1	HOOK3
2976.1	GTF3C2
26355.1	FAM162A
91137.1	SLC25A46
20.1	ABCA2
55720.1	TSR1
8854.1	ALDH1A2
79713.1	TMEM149
9796.1	PHYHIP
54791.1	EIF2C4
381.1	ARF5
55106.1	SLFN12
3800.1	KIF5C
54514.1	DDX4
50640.1	IPLA2(GAMMA)
143162.1	FRMPD2
80199.1	FUZ
79741.1	C10orf68
2017.1	CTTN
7920.1	BAT5
57605.1	PITPNM2
54490.1	UGT2B28
83933.1	HDAC10
4237.1	MFAP2
1417.1	CRYBB3
84814.1	PPAPDC3
3263.1	HPX
200232.1	C20orf106
22926.1	ATF6
3598.1	IL13RA2
79908.1	BTNL8
51601.1	LIPT1
85366.1	MYLK2
2619.1	GAS1
3704.1	ITPA
140290.1	TCP10L
64943.1	NT5DC2
4900.1	NRGN
128209.1	KLF17
5516.1	PPP2CB
9857.1	CEP350
55520.1	ELAC1
3480.1	IGF1R
64284.1	RAB17
256435.1	ST6GALNAC3
9695.1	EDEM1
5437.1	POLR2H
79802.1	HHIPL2
3782.1	KCNN3
79776.1	ZFH4
57655.1	GRAMD1A
55359.1	STYK1
79090.1	TRAPPC6A
7737.1	RNF113A
7142.1	TNP2
283176.1	GLB1L3
1400.1	CRMP1
79019.1	CENPM
54414.1	SIAE
55662.1	HIF1AN
90161.1	HS6ST2
64789.1	DEM1
64172.1	OSGEPL1
139716.1	GAB3
3851.1	KRT4
126306.1	JSRP1
26.1	ABP1
55638.1	SYBU
199870.1	FAM76A
2048.1	EPHB2
79727.1	LIN28
91977.1	MYOZ3
83876.1	MRO
79676.1	OGFOD2
84269.1	CHCHD5
55092.1	TMEM51
814.1	CAMK4
3284.1	HSD3B2
10455.1	ECI2
84101.1	USP44
10015.1	PDCD6IP
662.1	BNIP1
6404.1	SELPLG
151242.1	LOC151242
5225.1	PGC
55004.1	C11orf59
6927.1	HNF1A
83540.1	NUF2
55608.1	ANKRD10
57829.1	ZP4
64146.1	PDF
254050.1	LRRC43
2028.1	ENPEP
144715.1	RAD9B
60680.1	BRUNOL5
29801.1	ZDHHC8
80157.1	PGAP2IP
1917.1	EEF1A2
79753.1	SNIP1
55094.1	GPATCH1
28981.1	IFT81
29914.1	UBIAD1
124460.1	SNX20
51292.1	GMPR2
663.1	BNIP2
9750.1	FAM65B
80195.1	C10orf57
26260.1	FBXO25
4898.1	NRD1
57198.1	ATP8B2
54949.1	PGL2
90506.1	LRRC46
8638.1	OASL
4729.1	NDUFV2
118424.1	UBE2J2
9317.1	PTER
26468.1	LHX6
51058.1	ZNF691
8517.1	IKBKG
90019.1	SYT8
2318.1	FLNC
84255.1	SLC37A3
23580.1	CDC42EP4
55732.1	C1orf112
22.1	ABCB7
55799.1	CACNA2D3
5514.1	PPP1R10
10623.1	POLR3C
80739.1	G6B
8613.1	PPAP2B
55872.1	PBK
80279.1	CDK5RAP3
55506.1	H2AFY2
115795.1	C3orf24
10450.1	PPIE
7010.1	TEK
2246.1	FGF1
50813.1	COPS7A
117156.1	SCGB3A2
84330.1	ZNF414
10316.1	NMUR1
55312.1	RFK
124583.1	CANT1
54936.1	ADPRHL2
146225.1	CMTM2
731.1	C8A
54968.1	TMEM70
55250.1	ELP2
794.1	CALB2
4796.1	NFKBIL2
140705.1	XKR7
93107.1	KCNG4
4234.1	METTL1
55575.1	DKFZp434L0850
400.1	ARL1
54657.1	UGT1A4
56704.1	JPH1
57226.1	LYRM2
3766.1	KCNJ10
26212.1	OR2B6
55072.1	RNF31
26065.1	LSM14A
54923.1	LIME1
2919.1	CXCL1
9722.1	NOS1AP
54780.1	NSMCE4A
2029.1	ENSA
29083.1	GTPBP8
54893.1	MTMR10
55272.1	IMP3
6505.1	SLC1A1
64399.1	HHIP
5412.1	UBL3
22820.1	COPG
3976.1	LIF
26273.1	FBXO3
10595.1	ERN2
246777.1	SPESP1
56062.1	KLHL4
55879.1	GABRQ
1951.1	CELSR3
4726.1	NDUFS6
91647.1	ATPAF2
6583.1	SLC22A4
220001.1	VWCE
57105.1	CYSLTR2
283458.1	LOC283458
8139.1	GAN
79027.1	ZNF655
149986.1	LSM14B
151477.1	C2orf52
50805.1	IRX4
83719.1	YPEL3
2589.1	GALNT1
5711.1	PSMD5
220074.1	LOC220074
9575.1	CLOCK
63917.1	GALNT11
26762.1	HAVCR1
51111.1	SUV420H1
64320.1	RNF25
10864.1	SLC22A7
6368.1	CCL23
2596.1	GAP43
124045.1	C16orf55
8462.1	KLF11
4634.1	MYL3
3172.1	HNF4A
57410.1	SCYL1
5940.1	RBMY1J
10808.1	HSPH1
55119.1	PRPF38B
120526.1	DNAJC24
6101.1	RP1
93426.1	SYCE1
55279.1	ZNF654
161253.1	REM2
51529.1	ANAPC11
2572.1	GAD2
6568.1	SLC17A1
256586.1	LYSMD2
7579.1	ZSCAN20
5322.1	PLA2G5
221823.1	PRPS1L1
55609.1	ZNF280C
3619.1	INCENP
2147.1	F2
79822.1	ARHGAP28
221416.1	C6orf223
6098.1	ROS1
55330.1	CNO
5683.1	PSMA2
2348.1	FOLR1
1105.1	CHD1
4538.1	MT-ND4
55764.1	IFT122
79974.1	C7orf58
83446.1	CCDC70
55765.1	C1orf106
4773.1	NFATC2
10266.1	RAMP2
51019.1	CCDC53
7447.1	VSNL1
4300.1	MLLT3
7073.1	TIAL1
23225.1	NUP210
3693.1	ITGB5
411.1	ARSB
1828.1	DSG1
9829.1	DNAJC6
9530.1	BAG4
51501.1	C11orf73
54539.1	NDUFB11
81575.1	APOLD1
157927.1	C9orf62
2568.1	GABRP
64897.1	C12orf43
699.1	BUB1
116154.1	PHACTR3
54752.1	FNDC8
6930.1	TFAM
55823.1	VPS11
4776.1	NFATC4
488.1	ATP2A2
27077.1	B9D1
53354.1	PANK1
63970.1	TP53AIP1
130557.1	ZNF513
56006.1	SMG9
2914.1	GRM4
55018.1	C17orf73
6002.1	RGS12
1040.1	CDS1
79684.1	C11orf61
10787.1	NCKAP1
23626.1	SPO11
54979.1	HRASLS2
283659.1	PRTG
5369.1	PMCHL1
11076.1	TPPP
22856.1	CHSY1
64324.1	NSD1
79905.1	TMC7
4899.1	NRF1
6448.1	SGSH
54934.1	C12orf41
7538.1	ZFP36
51562.1	MBIP
25834.1	MGAT4C
118924.1	FRA10AC1
152815.1	THAP6
151176.1	FAM132B
84928.1	TMEM209
23152.1	CIC
64145.1	ZFYVE20
79901.1	CYBRD1
286051.1	C8orf54
4723.1	NDUFV1
56910.1	STARD7
23293.1	SMG6
2313.1	FLI1
9689.1	BZW1
1501.1	CTNND2
79176.1	FBXL15
158297.1	FAM154A
132989.1	C4orf36
84518.1	CNFN
83844.1	USP26
3065.1	HDAC1
23415.1	KCNH4
4856.1	NOV
57179.1	KIAA1191
79591.1	C10orf76
1808.1	DPYSL2
2152.1	F3
254428.1	SLC41A1
25961.1	NUDT13
9609.1	RAB36
719.1	C3AR1
84233.1	TMEM126A
4037.1	LRP3
79157.1	MFSD11
9442.1	MED27
79772.1	MCTP1
10202.1	DHRS2
9416.1	DDX23
55266.1	TMEM19
84418.1	C5orf32
6280.1	S100A9
8620.1	NPFF
11017.1	SNRNP27
8225.1	GTPBP6
285367.1	RPUSD3
79624.1	C6orf211
5232.1	PGK2
6708.1	SPTA1
64864.1	RFX7
10775.1	POP4
4943.1	TBC1D25
3909.1	LAMA3
79751.1	SLC25A22
9423.1	NTN1
3764.1	KCNJ8
122945.1	C14orf148
54733.1	SLC35F2
7594.1	ZNF43
84167.1	C19orf44
9330.1	GTF3C3
29767.1	TMOD2
7979.1	SHFM1
80232.1	WDR26
10587.1	TXNRD2
7328.1	UBE2H
27246.1	RNF115
81025.1	GJA9
29995.1	LMCD1
286046.1	XKR6
123970.1	C16orf78
79691.1	QTRTD1
131408.1	FAM131A
10277.1	UBE4B
49855.1	SCAPER
2690.1	GHR
79746.1	ECHDC3
257144.1	GCET2
6631.1	SNRPC
84553.1	C6orf168
2966.1	GTF2H2
120103.1	SLC36A4
7074.1	TIAM1
83641.1	FAM107B
219970.1	GLYATL2
11093.1	ADAMTS13
55529.1	TMEM55A
623.1	BDKRB1
84311.1	MRPL45
51278.1	IER5
10926.1	DBF4
285126.1	DNAJC5G
79646.1	PANK3
160760.1	PPTC7
27130.1	INVS
10957.1	PNRC1
84864.1	MINA
29108.1	PYCARD
140700.1	SAMD10
5291.1	PIK3CB
131616.1	TMEM42
2350.1	FOLR2
10144.1	FAM13A
2243.1	FGA
92815.1	HIST3H2A
1317.1	SLC31A1
80179.1	MYO19
84249.1	PSD2
56005.1	C19orf10
523.1	ATP6V1A
2670.1	GFAP
124925.1	SEZ6
6949.1	TCOF1
79850.1	FAM57A
7275.1	TUB
84108.1	PCGF6
51244.1	C3orf19
1286.1	COL4A4
170392.1	OIT3
56986.1	DTWD1
83985.1	SPNS1
79929.1	MAP6D1
4092.1	SMAD7
10460.1	TACC3
56943.1	ENY2
3939.1	LDHA
80306.1	MED28
9508.1	ADAMTS3
55860.1	ACTR10
23452.1	ANGPTL2
153745.1	FAM71B
153579.1	BTNL9
11319.1	ECD
283385.1	MORN3
3640.1	INSL3
23308.1	ICOSLG
84665.1	MYPN
64434.1	NOM1
51635.1	DHRS7
54860.1	MS4A12
56929.1	FEM1C
10285.1	SMNDC1
83729.1	INHBE
1880.1	GPR183
60675.1	PROK2
64129.1	TINAGL1
84548.1	TMEM185A
54922.1	RASIP1
2897.1	GRIK1
132671.1	SPATA18
1673.1	DEFB4A
79791.1	FBXO31
170691.1	ADAMTS17
152065.1	C3orf22
360.1	AQP3
10392.1	NOD1
79886.1	C9orf82
127733.1	UBXN10
225689.1	MAPK15
8836.1	GGH
30817.1	EMR2
317754.1	POTED
1621.1	DBH
293.1	SLC25A6
116983.1	ACAP3
3066.1	HDAC2
79697.1	NO66
54555.1	DDX49
1112.1	FOXN3
200634.1	KRTCAP3
40.1	ACCN1
4143.1	MAT1A
51064.1	GSTK1
1804.1	DPP6
3781.1	KCNN2
79034.1	C7orf26
3094.1	HINT1
54762.1	GRAMD1C
23113.1	CUL9
23191.1	CYFIP1
10618.1	TGOLN2
23601.1	CLEC5A
118788.1	PIK3AP1
4853.1	NOTCH2
9076.1	CLDN1
79831.1	JMJD5
64215.1	DNAJC1
51168.1	MYO15A
51072.1	MEMO1
9465.1	AKAP7
5152.1	PDE9A
1820.1	ARID3A
66002.1	CYP4F12
26499.1	PLEK2
25980.1	C20orf4
54867.1	TMEM214
5128.1	PCTK2
53919.1	SLCO1C1
1635.1	DCTD
57088.1	PLSCR4
2294.1	FOXF1
1998.1	ELF2
1161.1	ERCC8
283446.1	MYO1H
8890.1	EIF2B4
154214.1	RNF217
56658.1	TRIM39
26729.1	OR1Q1
63925.1	ZNF335
259266.1	ASPM
4141.1	MARS
7419.1	VDAC3
23500.1	DAAM2
92960.1	PEX11G
8518.1	IKBKAP
90843.1	TCEAL8
23589.1	CARHSP1
55083.1	KIF26B
5197.1	PF4V1
285220.1	EPHA6
283571.1	PROX2
10157.1	AASS
154810.1	AMOTL1
10331.1	B3GNT3
4308.1	TRPM1
55752.1	SEPT11
80303.1	EFHD1
53826.1	FXYD6
137735.1	ABRA
22838.1	RNF44
285761.1	DCBLD1
4761.1	NEUROD2
1676.1	DFFA
54929.1	TMEM161A
1763.1	DNA2
10419.1	PRMT5
55632.1	G2E3
5826.1	ABCD4
11102.1	RPP14
127.1	ADH4
25893.1	TRIM58
4350.1	MPG
55827.1	IQWD1
57120.1	GOPC
57539.1	WDR35
216.1	ALDH1A1
1687.1	DFNA5
5383.1	PMS2L5
79016.1	DDA1
145957.1	NRG4
3225.1	HOXC9
54187.1	NANS
64768.1	IPPK
150864.1	FAM117B
2531.1	KDSR
4259.1	MGST3
762.1	CA4
153830.1	RNF145
11098.1	PRSS23
222183.1	SRRM3
230.1	ALDOC
54432.1	YIPF1
3835.1	KIF22
92259.1	MRPS36
9473.1	THEMIS2
26993.1	AKAP8L
79838.1	TMC5
2998.1	GYS2
148870.1	CCDC27
1352.1	COX10
9947.1	MAGEC1
1947.1	EFNB1
51400.1	PPME1
22868.1	FASTKD2
64900.1	LPIN3
280657.1	SSX6
6443.1	SGCB
84617.1	TUBB6
138311.1	FAM69B
9084.1	VCY
29929.1	ALG6
10257.1	ABCC4
55009.1	C19orf24
11236.1	RNF139
81562.1	LMAN2L
10265.1	IRX5
11092.1	C9orf9
2678.1	GGT1
79651.1	RHBDF2
285605.1	DTWD2
22796.1	COG2
8615.1	USO1
4297.1	MLL
10602.1	CDC42EP3
1780.1	DYNC1I1
55238.1	SLC38A7
10669.1	CGREF1
1829.1	DSG2
7023.1	TFAP4
8038.1	ADAM12
54704.1	PDP1
9145.1	SYNGR1
10893.1	MMP24
7297.1	TYK2
55591.1	VEZT
2123.1	EVI2A
55761.1	TTC17
1937.1	EEF1G
5551.1	PRF1
1968.1	EIF2S3
84947.1	SERAC1
114898.1	C1QTNF2
57716.1	PRX
10040.1	TOM1L1
256302.1	GTLF3B
64412.1	GZF1
8712.1	PAGE1
79650.1	C16orf57
55128.1	TRIM68
11082.1	ESM1
4715.1	NDUFB9
55002.1	TMCO3
4942.1	OAT
22955.1	SCMH1
80135.1	BXDC5
6236.1	RRAD
3587.1	IL10RA
27338.1	UBE2S
8876.1	VNN1
123016.1	TTC8
3200.1	HOXA3
55844.1	PPP2R2D
9070.1	ASH2L
78986.1	DUSP26
2597.1	GAPDH
26290.1	GALNT8
85015.1	USP45
85016.1	C11orf70
10556.1	RPP30
256076.1	COL29A1
480.1	ATP1A4
116179.1	TGM7
154043.1	CNKSR3
11020.1	RABL4
6452.1	SH3BP2
55187.1	VPS13D
195814.1	SDR16C5
1101.1	CHAD
4485.1	MST1
201516.1	ZSCAN4
23786.1	BCL2L13
2247.1	FGF2
55625.1	ZDHHC7
2799.1	GNS
81617.1	CAB39L
6118.1	RPA2
869.1	CBLN1
9542.1	NRG2
11055.1	ZPBP
2644.1	GCHFR
761.1	CA3
9363.1	RAB33A
10158.1	PDZK1IP1
51706.1	CYB5R1
4281.1	MID1
8771.1	TNFRSF6B
29949.1	IL19
51240.1	ORMDL1
22826.1	DNAJC8
6352.1	CCL5
25849.1	UNQ1879/PRO4322
23581.1	CASP14
2622.1	GAS8
54826.1	GIN1
54535.1	CCHCR1
9322.1	TRIP10
7030.1	TFE3
10085.1	EDIL3
10014.1	HDAC5
130560.1	SPATA3
2840.1	GPR17
27039.1	PKD2L2
11218.1	DDX20
5187.1	PER1
55812.1	SPATA7
50810.1	HDGFRP3
9148.1	NEURL
7756.1	ZNF207
6624.1	FSCN1
6441.1	SFTPD
221393.1	GPR115
4901.1	NRL
2665.1	GDI2
11211.1	FZD10
83955.1	NACAP1
114881.1	OSBPL7
144811.1	C13orf31
56934.1	CA10
10558.1	SPTLC1
91074.1	ANKRD30A
5223.1	PGAM1
26284.1	ERAL1
2220.1	FCN2
9486.1	CHST10
79981.1	FRMD1
84270.1	C9orf89
51593.1	SRRT
5988.1	RFPL1
3119.1	HLA-DQB1
30849.1	PIK3R4
6622.1	SNCA
85358.1	SHANK3
7320.1	UBE2B
64425.1	POLR1E
80221.1	ACSF2
4829.1	NMBR
84661.1	DPY30
3664.1	IRF6
64859.1	OBFC2A
64084.1	CLSTN2
1497.1	CTNS
84868.1	HAVCR2
54852.1	PAQR5
1765.1	DNAH2
2782.1	GNB1
26751.1	SH3YL1
81570.1	CLPB
3164.1	NR4A1
5143.1	PDE4C
1244.1	ABCC2
6787.1	NEK4
23410.1	SIRT3
58490.1	RPRD1B
170393.1	C10orf91
4858.1	NOVA2
54858.1	PGPEP1
126133.1	ALDH16A1
8996.1	NOL3
6715.1	SRD5A1
5342.1	PLGL
89795.1	NAV3
27429.1	HTRA2
64427.1	TTC31
2982.1	GUCY1A3
7646.1	ZNF506
8446.1	DUSP11
4804.1	NGFR
22809.1	ATF5
6607.1	SMN2
4004.1	LMO1
4172.1	MCM3
6468.1	FBXW4
7812.1	CSDE1
10512.1	SEMA3C
57509.1	MTUS1
8099.1	CDK2AP1
1849.1	DUSP7
79625.1	C4orf31
54677.1	CROT
51282.1	SCAND1
170384.1	SEC24C
3934.1	LCN2
55825.1	PECR
203190.1	LGI3
654.1	BMP6
134359.1	C5orf37
10643.1	IGF2BP3
2632.1	GBE1
4713.1	NDUFB7
9541.1	CIR1
23017.1	FAIM2
688.1	KLF5
2134.1	EXTL1
27302.1	BMP10
51187.1	RSL24D1
203259.1	C9orf25
834.1	CASP1
23178.1	PASK
79089.1	TMUB2
2256.1	FGF11
5585.1	PKN1
79953.1	TMEM90B
30000.1	TNPO2
83605.1	CCM2
1373.1	CPS1
85007.1	AGXT2L2
4782.1	NFIC
847.1	CAT
6511.1	SLC1A6
150684.1	COMMD1
695.1	BTK
80775.1	TMEM177
85407.1	NKD1
3187.1	HNRNPH1
79902.1	NUP85
23357.1	ANGEL1
4486.1	MST1R
3384.1	ICAM2
27436.1	EML4
369.1	ARAF
10838.1	ZNF275
220136.1	CCDC11
9894.1	TELO2
54765.1	TRIM44
5089.1	PBX2
10195.1	ALG3
11101.1	ATE1
9764.1	KIAA0513
3853.1	KRT6A
9705.1	ST18
79589.1	RNF128
79869.1	CPSF7
51300.1	C3orf1
2251.1	FGF6
5439.1	POLR2J
1806.1	DPYD
3354.1	HTR1E
5436.1	POLR2G
22895.1	RPH3A
79639.1	TMEM53
54107.1	POLE3
55922.1	NKRF
11318.1	GPR182
10514.1	MYBBP1A
54460.1	MRPS21
2245.1	FGD1
285672.1	SFRS12IP1
363.1	AQP6
152518.1	NFXL1
23143.1	LRCH1
23527.1	ACAP2
1954.1	MEGF8
103910.1	MYL12B
129642.1	MBOAT2
112755.1	STX1B
3898.1	LAD1
80230.1	RUFY1
23385.1	NCSTN
9918.1	NCAPD2
10677.1	AVIL
6513.1	SLC2A1
121355.1	GTSF1
10239.1	AP3S2
5009.1	OTC
7225.1	TRPC6
1195.1	CLK1
55173.1	MRPS10
9232.1	PTTG1
10114.1	HIPK3
7728.1	ZNF175
125965.1	COX6B2
7052.1	TGM2
9378.1	NRXN1
972.1	CD74
1649.1	DDIT3
54974.1	THG1L
10520.1	ZNF211
3743.1	KCNA7
79631.1	EFTUD1
9353.1	SLIT2
92667.1	C20orf72
92181.1	UBTD2
56898.1	BDH2
26001.1	RNF167
7483.1	WNT9A
7107.1	GPR137B
2657.1	GDF1
245938.1	DEFB125
10090.1	UST
8565.1	YARS
22839.1	DLGAP4
8879.1	SGPL1
83440.1	ADPGK
6853.1	SYN1
79805.1	VASH2
138009.1	WDR21C
8726.1	EED
162655.1	ZNF519
5682.1	PSMA1
